site_no,nwsli,cdec_id,cdec_station_name,usgs_station_name_xwalk,cdec_group,cdec_basin,county,nws_flood_stage_ft,crosswalk_source,crosswalk_note,cnrfc_channel,cnrfc_location,cnrfc_nickname,cnrfc_gage_class1,cnrfc_gage_class2
11025500,SYBC1,NA,NA,Santa Ysabel C Nr Ramona Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Santa Ysabel Creek,Ramona,Santa Ysabel Creek - Ramona,river,other
11027000,GTOC1,NA,NA,Guejito C Nr San Pasqual Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Guejito Creek,San Pasqual,Guejito Creek - San Pasqual,river,other
11028500,SMKC1,NA,NA,Santa Maria C Nr Ramona Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Santa Maria Creek,Ramona,Santa Maria Creek - Ramona,river,other
11042000,SLOC1,NA,NA,San Luis Rey R A Oceanside Ca,NA,NA,NA,21,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,San Luis Rey River,Oceanside,San Luis Rey River - Oceanside,river,forecast
11042400,TEKC1,NA,NA,Temecula C Nr Aguanga Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Temecula River,Aguanga,Temecula River - Aguanga,river,other
11042510,VLKC1,NA,NA,Vail Lk Nr Temecula Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Temecula Creek,Vail Lake,Temecula Creek - Vail Lake,reservoir,reservoir
11042631,PHGC1,NA,NA,Pechanga C Nr Temecula Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Pechanga Creek,Temecula,Pechanga Creek - Temecula,river,other
11042700,MUCC1,NA,NA,Murrieta C Nr Murrieta Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Murrieta Creek,Tenaja Road,Murrieta Creek - Tenaja Road,river,other
11042800,WRSC1,NA,NA,Warm Springs C Nr Murrieta Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Warm Springs Creek,Murrieta,Warm Springs Creek - Murrieta,river,other
11042900,GRTC1,NA,NA,Santa Gertrudis C Nr Temecula Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Santa Gertrudis Creek,Temecula,Santa Gertrudis Creek - Temecula,river,other
11043000,MUTC1,NA,NA,Murrieta C A Temecula Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Murrieta Creek,Temecula,Murrieta Creek - Temecula,river,other
11044000,SMHC1,NA,NA,Santa Margarita R Nr Temecula Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Santa Margarita River,Temecula,Santa Margarita River - Temecula,river,other
11044250,RNKC1,NA,NA,Rainbow C Nr Fallbrook Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Rainbow Creek,Fallbrook,Rainbow Creek - Fallbrook,river,other
11044300,SMFC1,NA,NA,Santa Margarita R A Fpud Sump Nr Fallbrook Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Santa Margarita River,Fallbrook PUD Sump,Santa Margarita River - Fallbrook PUD Sump,river,other
11044350,SDQC1,NA,NA,Sandia C Nr Fallbrook Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Sandia Creek,Fallbrook,Sandia Creek - Fallbrook,river,other
11044800,DLZC1,NA,NA,De Luz C Nr De Luz Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,De Luz Creek,De Luz,De Luz Creek - De Luz,river,other
11045300,FABC1,NA,NA,Fallbrook C Nr Fallbrook Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Fallbrook Creek,Fallbrook,Fallbrook Creek - Fallbrook,river,other
11045700,OSPC1,NA,NA,Oneill Lk Spill Ch Nr Fallbrook Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,O'Neill Lake Spill Channel,Fallbrook,O'Neill Lake Spill Channel - Fallbrook,river,other
11046000,YDRC1,NA,NA,Santa Margarita R A Ysidora Ca,NA,NA,NA,10.9,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Santa Margarita River,Ysidora,Santa Margarita River - Ysidora,river,forecast
11046050,MGAC1,NA,NA,Santa Margarita R A Mouth Nr Oceanside Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Santa Margarita River,Pacific Ocean,Santa Margarita River - Pacific Ocean,river,other
11046100,LCOC1,NA,NA,Las Flores C Nr Oceanside Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Las Flores Creek,Oceanside,Las Flores Creek - Oceanside,river,other
11046300,NMTC1,NA,NA,San Mateo C Nr San Clemente Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,San Mateo Creek,San Clemente,San Mateo Creek - San Clemente,river,other
11046360,CRIC1,NA,NA,Cristianitos C Ab San Mateo C Nr San Clemente Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Cristianitos Creek,Above San Mateo Creek,Cristianitos Creek - Above San Mateo Creek,river,other
11046530,SJPC1,NA,NA,San Juan C At La Novia St Br At San Juan Capis Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,San Juan Creek,San Juan Capistrano,San Juan Creek - San Juan Capistrano,river,other
11047300,ARYC1,NA,NA,Arroyo Trabuco A San Juan Capistrano Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Arroyo Trabuco,San Juan Capistrano,Arroyo Trabuco - San Juan Capistrano,river,other
11048200,AQCC1,NA,NA,Agua Chinon Wash Nr Irvine Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Aqua Chinon Wash,Irvine,Aqua Chinon Wash - Irvine,river,other
11048600,BOKC1,NA,NA,Bonita C A Irvine Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Bonita Creek,Irvine,Bonita Creek - Irvine,river,other
11051499,SRWC1,NA,NA,Santa Ana R Nr Mentone (river Only) Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Santa Ana River,Mentone,Santa Ana River - Mentone,river,other
11051502,SRDC1,NA,NA,Sar Supp Gage Nr Mentone Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Santa Ana River,Suppl Gage - Redlands 5NE,Santa Ana River - Suppl Gage - Redlands 5NE,river,other
11055500,PGKC1,NA,NA,Plunge C Nr East Highlands Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Plunge Creek,East Highlands,Plunge Creek - East Highlands,river,other
11055800,CITC1,NA,NA,City C Nr Highland Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,City Creek,Highland,City Creek - Highland,river,other
11057500,TIMC1,NA,NA,San Timoteo C Nr Loma Linda Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,San Timoteo Creek,Loma Linda,San Timoteo Creek - Loma Linda,river,other
11058000,HGHC1,NA,NA,Sand Canyon C Nr Highland Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Sand Canyon Creek,Highland,Sand Canyon Creek - Highland,river,other
11058500,ETCC1,NA,NA,E Twin C Nr Arrowhead Springs Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,East Twin Creek,Arrowhead Springs,East Twin Creek - Arrowhead Springs,river,other
11058600,WERC1,NA,NA,Waterman Canyon Creek Nr Arrowhead Springs Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Waterman Canyon Creek,Arrowhead Springs 1W,Waterman Canyon Creek - Arrowhead Springs 1W,river,other
11059300,SREC1,NA,NA,Santa Ana R A E St Nr San Bernardino Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Santa Ana River,San Bernardino - E Street,Santa Ana River - San Bernardino - E Street,river,other
11060400,WRMC1,NA,NA,Warm C Nr San Bernardino Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Warm Creek,San Bernardino,Warm Creek - San Bernardino,river,other
11062000,LCFC1,NA,NA,Lytle C Nr Fontana Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Lytle Creek,Fontana,Lytle Creek - Fontana,river,other
11063510,CJKC1,NA,NA,Cajon C Bl Lone Pine C Nr Keenbrook Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Cajon Creek,Keenbrook,Cajon Creek - Keenbrook,river,other
11063680,DCCC1,NA,NA,Devil Cyn C Nr San Bernardino Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Devils Canyon Creek,San Bernardino,Devils Canyon Creek - San Bernardino,river,other
11065000,YTLC1,NA,NA,Lytle C A Colton Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Lytle Creek,Colton,Lytle Creek - Colton,river,other
11066460,MWXC1,NA,NA,Santa Ana R A Mwd Crossing Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Santa Ana River,Muni Water Dist Crossing,Santa Ana River - Muni Water Dist Crossing,river,other
11069500,SJIC1,NA,NA,San Jacinto R Nr San Jacinto,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,San Jacinto River,San Jacinto,San Jacinto River - San Jacinto,river,other
11070150,SJKC1,NA,NA,San Jacinto R Ab State Street Nr San Jacinto Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,San Jacinto River,San Jacinto - State Street,San Jacinto River - San Jacinto - State Street,river,other
11070210,SJTC1,NA,NA,San Jacinto R A Ramona Expressway Nr Lakeview Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,San Jacinto River,Lakeview - Ramona Expressway,San Jacinto River - Lakeview - Ramona Expressway,river,other
11070270,PRIC1,NA,NA,Perris Valley Storm Dr A Nuevo Rd Nr Perris Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Perris Valley Storm Drain,Perris - Nuevo Road,Perris Valley Storm Drain - Perris - Nuevo Road,river,other
11070365,SJQC1,NA,NA,San Jacinto R Nr Sun City Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,San Jacinto River,Sun City,San Jacinto River - Sun City,river,other
11070465,SKEC1,NA,NA,Salt C A Murrieta Rd Nr Sun City Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Salt Creek,Sun City - Murrieta Road,Salt Creek - Sun City - Murrieta Road,river,other
11070500,SJVC1,NA,NA,San Jacinto R Nr Elsinore Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,San Jacinto River,Elsinore,San Jacinto River - Elsinore,river,other
11071900,TMCC1,NA,NA,Temescal C A Corona Lk Nr Corona Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Temescal Creek,Corona,Temescal Creek - Corona,river,other
11072100,TSLC1,NA,NA,Temescal C Ab Main St A Corona Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Temescal Creek,Corona - Main Street,Temescal Creek - Corona - Main Street,river,other
11073300,IOCC1,NA,NA,San Antonio C A Riverside Drive Nr Chino Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,San Antonio Creek,Chino,San Antonio Creek - Chino,river,other
11073360,CHKC1,NA,NA,Chino C A Schaefer Avenue Nr Chino Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Chino Creek,Chino - Schaefer Avenue,Chino Creek - Chino - Schaefer Avenue,river,other
11073495,CCMC1,NA,NA,Cucamonga C Nr Mira Loma Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Cucamonga Creek,Mira Loma,Cucamonga Creek - Mira Loma,river,other
11074000,PDDC1,NA,NA,Santa Ana R Bl Prado Dam Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Santa Ana River,Below Prado Dam,Santa Ana River - Below Prado Dam,river,other
11075720,CBCC1,NA,NA,Carbon C Bl Carbon Cyn Dam Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Carbon Creek,Below Carbon Canyon Dam,Carbon Creek - Below Carbon Canyon Dam,river,other
11075800,MSTC1,NA,NA,Santiago C A Modjeska Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Santiago Creek,Modjeska,Santiago Creek - Modjeska,river,other
11077500,SKAC1,NA,NA,Santiago C A Santa Ana Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Santiago Creek,Santa Ana 2N,Santiago Creek - Santa Ana 2N,river,other
11078000,SRVC1,NA,NA,Santa Ana R A Santa Ana Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Santa Ana River,5th Street,Santa Ana River - 5th Street,river,other
11085000,SFHC1,NA,NA,San Gabriel R Bl Santa Fe Dam Nr Baldwin Pk Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,San Gabriel River,Below Santa Fe Dam,San Gabriel River - Below Santa Fe Dam,river,other
11087020,SRQC1,NA,NA,San Gabriel R Ab Whittier Narrows Dam Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,San Gabriel River,Whittier Narrows,San Gabriel River - Whittier Narrows,river,other
11088500,BKBC1,NA,NA,Brea C Bl Brea Dam Nr Fullerton Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Brea Creek,Below Brea Dam,Brea Creek - Below Brea Dam,river,other
11089500,FUDC1,NA,NA,Fullerton C Bl Fullerton Dam Nr Brea Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
11092450,PVCC1,NA,NA,Los Angeles R A Sepulveda Dam Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Los Angeles River,Below Sepulveda Dam,Los Angeles River - Below Sepulveda Dam,river,other
11097000,TJCC1,NA,NA,Big Tujunga C Bl Hansen Dam Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Big Tujunga Creek,Below Hansen Dam,Big Tujunga Creek - Below Hansen Dam,river,other
11098000,ASPC1,NA,NA,Arroyo Seco Nr Pasadena Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Arroyo Seco,Pasadena,Arroyo Seco - Pasadena,river,other
11101250,RHFC1,NA,NA,Rio Hondo Ab Whittier Narrows Dam Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Rio Hondo,Above Wittier Narrows Dam,Rio Hondo - Above Wittier Narrows Dam,river,other
11102300,RHCC1,NA,NA,Rio Hondo Bl Whittier Narrows Dam Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Rio Hondo,Below Wittier Narrows Dam,Rio Hondo - Below Wittier Narrows Dam,river,other
11109000,SCPC1,ELF,Santa Clara R At E La Falda Wy Nr Piru,Santa Clara R Nr Piru Ca,Central Coast,Santa Clara R,Ventura,13.1,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Santa Clara River,Piru,Santa Clara River - Piru,river,forecast
11109550,PFFC1,NA,NA,Piru C Ab Frenchmans Flat Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Piru Creek,Frenchmans Flat,Piru Creek - Frenchmans Flat,river,other
11109600,PCPC1,NA,NA,Piru Creek Above Lake Piru Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Piru Creek,Above Lake Piru,Piru Creek - Above Lake Piru,river,other
11109700,LKPC1,NA,NA,Lk Piru Nr Piru Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Santa Clara River,Lake Piru,Santa Clara River - Lake Piru,reservoir,reservoir
11109800,PSFC1,NA,NA,Piru Creek Below Santa Felicia Dam Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Piru Creek,Below Santa Felicia Dam,Piru Creek - Below Santa Felicia Dam,river,other
11111500,SSWC1,NA,NA,Sespe Creek Near Wheeler Springs Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Sespe Creek,Wheeler Springs,Sespe Creek - Wheeler Springs,river,other
11113000,SESC1,SSP,Sespe Creek Nr Fillmore,Sespe C Nr Fillmore,South Coast,Santa Clara R,Ventura,19.2,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Sespe Creek,Fillmore,Sespe Creek - Fillmore,river,forecast
11113500,SPPC1,NA,NA,Santa Paula C Nr Santa Paula,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Santa Paula Creek,Mupu Road,Santa Paula Creek - Mupu Road,river,other
11114495,MTGC1,NA,NA,Matilija C Nr Res Nr Matilija Hot Springs Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Matilija Creek,Matilija Hot Springs,Matilija Creek - Matilija Hot Springs,river,other
11118500,VRVC1,NA,NA,Ventura R Nr Ventura,NA,NA,NA,17.6,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Ventura River,Ventura - Foster Park,Ventura River - Ventura - Foster Park,river,forecast
11119500,CPCC1,NA,NA,Carpinteria C Nr Carpinteria Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Carpinteria Creek,Carpinteria,Carpinteria Creek - Carpinteria,river,other
11119745,MNOC1,NA,NA,Mission C A Rocky Nook Park A Santa Barbara Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Mission Creek,Rocky Nook Park,Mission Creek - Rocky Nook Park,river,other
11119750,MSCC1,NA,NA,Mission C Nr Mission St Nr Santa Barbara Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Mission Creek,Mission Street Near US101,Mission Creek - Mission Street Near US101,river,other
11119940,LMYC1,NA,NA,Maria Ygnacio C A University Drive Nr Goleta Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Maria Ygnacia Creek,Goleta,Maria Ygnacia Creek - Goleta,river,other
11120000,ATDC1,NA,NA,Atascadero C Nr Goleta Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Atascadero Creek,Goleta,Atascadero Creek - Goleta,river,other
