site_no,nwsli,cdec_id,cdec_station_name,usgs_station_name_xwalk,cdec_group,cdec_basin,county,nws_flood_stage_ft,crosswalk_source,crosswalk_note,cnrfc_channel,cnrfc_location,cnrfc_nickname,cnrfc_gage_class1,cnrfc_gage_class2
10321590,SUSN2,NA,NA,"Susie Ck At Carlin, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10321940,MMCN2,NA,NA,"Maggie Ck Abv Maggie Ck Cyn Nr Carlin, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10321950,MCYN2,NA,NA,"Maggie Ck At Maggie Cr Cyn Nr Carlin, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10322000,MGCN2,NA,NA,"Maggie Ck At Carlin, Nv",NA,NA,NA,5,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10322150,MACN2,NA,NA,"Marys Ck At Carlin, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10322500,PALN2,NA,NA,"Humboldt Rv At Palisade, Nv",NA,NA,NA,7,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10322505,HRSN2,NA,NA,"Horse Ck At Horse Cyn Nr Garden Gate Pass, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
103225055,WILN2,NA,NA,"Willow Ck At Allison Ranch Nr Garden Gate Pass, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10322510,TONN2,NA,NA,"Tonkin Spg Outflow Abv Denay Ck Nr Eureka, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10322535,HCKN2,NA,NA,"Henderson Ck Blw Vinnini Ck Nr Eureka, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10322555,PHCN2,NA,NA,"Pete Hanson Ck Abv Henderson Ck Nr Eureka, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10322800,PCKN2,NA,NA,"Pine Ck At Modarelli Mine Rd Nr Hay Ranch, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10323425,HRDN2,NA,NA,"Humboldt Rv At Old Us 40 Brg At Dunphy, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10324500,ROCN2,NA,NA,"Rock Ck Nr Battle Mountain, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10324700,BCKN2,NA,NA,"Boulder Ck Nr Dunphy, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10325000,HBMN2,NA,NA,"Humboldt Rv At Battle Mountain, Nv",NA,NA,NA,9.5,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10327500,CMSN2,NA,NA,"Humboldt Rv At Comus, Nv",NA,NA,NA,9.5,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10329000,LHPN2,NA,NA,"L Humboldt Rv Nr Paradise Valley, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10329500,MARN2,NA,NA,"Martin Ck Nr Paradise Valley, Nv",NA,NA,NA,5.5,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10333000,HRIN2,NA,NA,"Humboldt Rv Nr Imlay, Nv",NA,NA,NA,10.3,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10335000,HRPN2,NA,NA,"Humboldt Rv Nr Rye Patch, Nv",NA,NA,NA,12,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
103366092,UTHC1,NA,NA,"Upper Truckee Rv At Hwy 50 Abv Meyers, Ca",NA,NA,NA,8.5,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Upper Truckee River,Meyers - Highway 50,Upper Truckee River - Meyers - Highway 50,river,other
10336610,UTRC1,UPT,Upper Truckee At South Lake Tahoe,"Upper Truckee Rv At South Lake Tahoe, Ca",North Lahontan,Truckee R,El Dorado,10.5,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Upper Truckee River,South Lake Tahoe,Upper Truckee River - South Lake Tahoe,river,other
10336645,GNRC1,NA,NA,General C Nr Meeks Bay Ca,NA,NA,NA,4,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,General Creek,Meeks Bay,General Creek - Meeks Bay,river,other
10336660,BKDC1,NA,NA,Blackwood C Nr Tahoe City Ca,NA,NA,NA,12.5,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Blackwood Creek,Tahoe City,Blackwood Creek - Tahoe City,river,other
10336674,WCBC1,NA,NA,Ward C Bl Confluence Nr Tahoe City Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Ward Creek,Confluence,Ward Creek - Confluence,river,other
10336676,WDKC1,NA,NA,Ward C At Hwy 89 Nr Tahoe Pines Ca,NA,NA,NA,8,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Ward Creek,Highway 89,Ward Creek - Highway 89,river,other
10336698,THCN2,NA,NA,"Third Ck Nr Crystal Bay, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Third Creek,Crystal Bay,Third Creek - Crystal Bay,river,other
10336700,INCN2,NA,NA,"Incline Ck Nr Crystal Bay, Nv",NA,NA,NA,3.5,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Incline Creek,Crystal Bay,Incline Creek - Crystal Bay,river,other
10336710,MLTN2,NA,NA,"Marlette Lake Nr Carson City, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Marlette Creek,Marlette Lake,Marlette Creek - Marlette Lake,reservoir,reservoir
10336715,MCCN2,NA,NA,"Marlette Ck Nr Carson City, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Marlette Creek,Below Marlette Lake,Marlette Creek - Below Marlette Lake,river,other
10336730,GBKN2,NA,NA,"Glenbrook Ck At Glenbrook, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Glenbrook Creek,Glenbrook,Glenbrook Creek - Glenbrook,river,other
10336780,TTVC1,NA,NA,"Trout Ck Nr Tahoe Valley, Ca",NA,NA,NA,9,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Trout Creek,Tahoe Valley,Trout Creek - Tahoe Valley,river,other
10337000,THLC1,NA,NA,Lake Tahoe A Tahoe City Ca,NA,NA,NA,6229.1,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Lake Tahoe,Tahoe City,Lake Tahoe - Tahoe City,reservoir,reservoir
10337500,TRTC1,TTC,Truckee River At Tahoe City,Truckee R A Tahoe City Ca,North Lahontan,Truckee R,Placer,8,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Truckee River,Tahoe City,Truckee River - Tahoe City,river,other
10337810,OVCC1,NA,NA,Nf Squaw C A Olympic Valley Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,North Fork Washeshu Creek,Olympic Valley,North Fork Washeshu Creek - Olympic Valley,river,other
10338000,TRCC1,TRK,Truckee River Near Truckee,Truckee R Nr Truckee Ca,North Lahontan,Truckee R,Nevada,5.5,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Truckee River,Truckee,Truckee River - Truckee,river,forecast
10338500,DCKC1,DNC,Donner Creek At Donner Lake,Donner C A Donner Lk Nr Truckee Ca,North Lahontan,Truckee R,Nevada,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Donner Creek,Donner Lake,Donner Creek - Donner Lake,river,other
10338700,DCHC1,DCK,Donner Creek At Hwy 89,Donner C At Hwy 89 Nr Truckee Ca,North Lahontan,Truckee R,Nevada,7.5,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Donner Creek,Truckee - Highway 89,Donner Creek - Truckee - Highway 89,river,other
10339410,TBMC1,NA,NA,Truckee R Bl Martis C Nr Truckee Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Truckee River,Below Martis Creek,Truckee River - Below Martis Creek,river,other
10340300,PSRC1,PTK,Prosser Creek Near Truckee,Prosser C Res Nr Truckee Ca,North Lahontan,Truckee R,Nevada,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Prosser Creek,Prosser Creek Reservoir,Prosser Creek - Prosser Creek Reservoir,reservoir,reservoir
10340500,PROC1,NA,NA,Prosser C Bl Prosser C Dam Nr Truckee Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Prosser Creek,Below Prosser Dam,Prosser Creek - Below Prosser Dam,river,other
10341100,PZCC1,NA,NA,Perazzo C Nr Soda Springs Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Perazzo Creek,Soda Springs,Perazzo Creek - Soda Springs,river,other
10342900,ILAC1,NA,NA,Independence Lk Nr Truckee Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Independence Creek,Independence Lake,Independence Creek - Independence Lake,reservoir,reservoir
10343000,ICPC1,INC,Independence Creek Near Truckee,Independence C Nr Truckee Ca,North Lahontan,Truckee R,Sierra,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10343500,SGNC1,NA,NA,Sagehen C Nr Truckee Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Sagehen Creek,Truckee,Sagehen Creek - Truckee,river,other
10344300,STPC1,NA,NA,Stampede Res Nr Boca Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Little Truckee River,Stampede Reservoir,Little Truckee River - Stampede Reservoir,reservoir,reservoir
10344400,LITC1,LAB,Little Truckee R Abv Boca Reservoir,Little Truckee R Ab Boca Res Nr Truckee Ca,North Lahontan,Truckee R,Nevada,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Little Truckee River,Above Boca Reservoir,Little Truckee River - Above Boca Reservoir,river,other
10344490,BCVC1,NA,NA,Boca Res Nr Truckee Ca,NA,NA,NA,5605,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Little Truckee River,Boca Reservoir,Little Truckee River - Boca Reservoir,reservoir,reservoir
10344500,LTBC1,LTK,Little Truckee R Bl Boca Res,Little Truckee R Bl Boca Dam Nr Truckee Ca,North Lahontan,Truckee R,Nevada,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10344505,TBBC1,TBB,Truckee R At Boca Bridge,Truckee R A Boca Bridge Nr Truckee Ca,Sacramento River,Truckee R,Nevada,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Truckee River,Boca Bridge,Truckee River - Boca Bridge,river,other
10346000,FARC1,FAR,Truckee River At Farad,Truckee R A Farad Ca,North Lahontan,Truckee R,Nevada,11,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Truckee River,Farad,Truckee River - Farad,river,forecast
10347310,DOGN2,NA,NA,"Dog Ck At Verdi, Nv",NA,NA,NA,7.5,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Dog Creek,Verdi,Dog Creek - Verdi,river,other
10347460,MOGN2,NA,NA,"Truckee Rv Nr Mogul, Nv",NA,NA,NA,12.5,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Truckee River,Mogul,Truckee River - Mogul,river,other
10347600,HNTN2,NA,NA,"Hunter Ck Nr Reno, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Hunter Creek,Reno,Hunter Creek - Reno,river,other
10348000,TRRN2,NA,NA,"Truckee Rv At Reno, Nv",NA,NA,NA,12,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Truckee River,Reno,Truckee River - Reno,river,forecast
10348036,TSGN2,NA,NA,"Truckee Rv At Glendale Ave Nr Sparks, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Truckee River,Glendale Avenue - Sparks,Truckee River - Glendale Avenue - Sparks,river,other
10348200,STRN2,NA,NA,"Truckee Rv Nr Sparks, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Truckee River,S McCarren Blvd - Sparks,Truckee River - S McCarren Blvd - Sparks,river,other
10348245,NTDN2,NA,NA,"N Truckee Drain At Spanish Springs Rd Nr Spark, Nv",NA,NA,NA,7,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,North Truckee Drain,Spanish Springs Road,North Truckee Drain - Spanish Springs Road,river,other
10348295,BFDN2,NA,NA,"N Truckee Drain Nr Big Fish Dr Nr Sparks, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,North Truckee Drain,Near Big Fish Drive,North Truckee Drain - Near Big Fish Drive,river,other
10348460,FRKN2,NA,NA,"Franktown Ck Nr Carson City, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Franktown Creek,Carson City,Franktown Creek - Carson City,river,other
10348520,OPCN2,NA,NA,"Ophir Ck Nr Steamboat, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Ophir Creek,Steamboat,Ophir Creek - Steamboat,river,other
10348550,DVWN2,NA,NA,"Davis Ck At Davis Ck Cmpgrd Rd Nr Washoe City, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Davis Creek,Davis Creek Campground Rd,Davis Creek - Davis Creek Campground Rd,river,other
10348570,WCWN2,NA,NA,"Winters Ck Blw Us Alt 395 Nr Washoe City, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Winters Creek,Below Alternate US Hwy 395,Winters Creek - Below Alternate US Hwy 395,river,other
10348850,GCPN2,NA,NA,"Galena Ck At Galena Ck State Park, Nv",NA,NA,NA,13,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Galena Creek,Galena State Park,Galena Creek - Galena State Park,river,other
10349300,SCRN2,NA,NA,"Steamboat Ck At Steamboat, Nv",NA,NA,NA,4.5,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Steamboat Creek,Steamboat,Steamboat Creek - Steamboat,river,other
10349980,SCWN2,NA,NA,"Steamboat Ck At Cleanwater Way Nr Reno, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Steamboat Creek,Sparks - Cleanwater Way,Steamboat Creek - Sparks - Cleanwater Way,river,other
10350000,VISN2,NA,NA,"Truckee Rv At Vista, Nv",NA,NA,NA,17,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Truckee River,Vista,Truckee River - Vista,river,forecast
10350340,TNTN2,NA,NA,"Truckee Rv Nr Tracy, Nv",NA,NA,NA,14,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Truckee River,Tracy,Truckee River - Tracy,river,other
10351300,TCWN2,NA,NA,"Truckee Canal Nr Wadsworth, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Truckee Canal,Wadsworth,Truckee Canal - Wadsworth,river,other
10351400,HZNN2,NA,NA,"Truckee Canal Nr Hazen, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Truckee Canal,Hazen,Truckee Canal - Hazen,river,other
10351600,TBDN2,NA,NA,"Truckee Rv Blw Derby Dam Nr Wadsworth, Nv",NA,NA,NA,11,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Truckee River,Below Derby Dam,Truckee River - Below Derby Dam,river,other
10351650,WADN2,NA,NA,"Truckee Rv At Wadsworth, Nv",NA,NA,NA,15,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Truckee River,Wadsworth,Truckee River - Wadsworth,river,forecast
10351700,NIXN2,NA,NA,"Truckee Rv Nr Nixon, Nv",NA,NA,NA,10.5,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Truckee River,Nixon,Truckee River - Nixon,river,other
10351900,HCAN2,NA,NA,"Hardscrabble Ck Abv Th Ranch At Sutcliffe, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Hardscrabble Creek,Above TH Ranch,Hardscrabble Creek - Above TH Ranch,river,other
10351950,HCBN2,NA,NA,"Hardscrabble Ck Blw Th Ranch At Sutcliffe, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Hardscrabble Creek,Below TH Ranch,Hardscrabble Creek - Below TH Ranch,river,other
10352500,MDCN2,NA,NA,"Mcdermitt Ck Nr Mcdermitt, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
103530001,QNRN2,NA,NA,Quinn Rv Blw Confl E Fk S Fk Quinn Nr Mc Dermitt,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10396000,DONO3,NA,NA,Donner Und Blitzen River Nr Frenchglen Or,NA,NA,NA,6,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
11012500,CPOC1,NA,NA,Campo C Nr Campo Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Campo Creek,Campo,Campo Creek - Campo,river,other
11014000,JMLC1,NA,NA,Jamul C Nr Jamul Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Jamul Creek,Jamul,Jamul Creek - Jamul,river,other
11015000,SWCC1,NA,NA,Sweetwater R Nr Descanso Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Sweetwater River,Descanso,Sweetwater River - Descanso,river,other
11016200,DEHC1,NA,NA,Sweetwater R A Dehesa Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Sweetwater River,Dehesa,Sweetwater River - Dehesa,river,other
11020600,CPNC1,NA,NA,El Capitan Res Nr Lakeside Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,San Diego River,El Capitan Lake,San Diego River - El Capitan Lake,reservoir,reservoir
11022100,VCTC1,NA,NA,San Vicente Res Nr Lakeside Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,San Vicente Creek,San Vicente Lake,San Vicente Creek - San Vicente Lake,reservoir,reservoir
11022200,LCCC1,NA,NA,Los Coches C Nr Lakeside Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Los Coches Creek,Lakeside,Los Coches Creek - Lakeside,river,other
